,track_id,track_name,artist_name,artist_genres,album_name,artist_id,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,4E6QZS2KoOE1U64yMrtpIN,Join Us for a Bite,JT Music,"['otacore', 'pixel']",All Five Nights,5qvrAlKjc0Sqrqz6v2wBGk,72,236511,False,0.595,0.752,1,-5.651,1,0.0361,0.0461,0,0.107,0.386,85.987,4
1,6A1otOgRcNpIs0eta8D4tb,To the Bone,JT Music,"['otacore', 'pixel']",Game On!,5qvrAlKjc0Sqrqz6v2wBGk,65,293400,False,0.776,0.857,8,-5.397,1,0.0354,0.195,0,0.268,0.852,100.006,4
2,4VbRzSzpXWmozGSpLeDxj7,Five More Nights,JT Music,"['otacore', 'pixel']",Want It All,5qvrAlKjc0Sqrqz6v2wBGk,65,249333,False,0.688,0.945,8,-5.506,1,0.216,0.151,0,0.117,0.685,90.003,4
3,3ZyaP0GyRehoDrhPkuh5Qw,You Belong Here,JT Music,"['otacore', 'pixel']",All Five Nights,5qvrAlKjc0Sqrqz6v2wBGk,62,253714,False,0.731,0.884,1,-4.872,1,0.107,0.078,0,0.138,0.744,140.021,4
4,1kP9xmVYxiHMHgZglH8FSd,We Don't Bite,JT Music,"['otacore', 'pixel']",Achievement Unlocked,5qvrAlKjc0Sqrqz6v2wBGk,61,208615,False,0.663,0.862,5,-5.402,0,0.125,0.116,0,0.451,0.458,129.966,4
5,3TyiduqOjvGdEcQiXltVAy,Another Five Nights,JT Music,"['otacore', 'pixel']",Want It All,5qvrAlKjc0Sqrqz6v2wBGk,60,241038,False,0.679,0.98,9,-5.983,0,0.356,0.00838,0,0.0905,0.194,129.962,4
6,1x04gFRJbhtGKJVZU9Sebe,Five Long Nights,JT Music,"['otacore', 'pixel']",Want It All,5qvrAlKjc0Sqrqz6v2wBGk,60,194500,False,0.75,0.93,1,-4.822,1,0.145,0.042,0,0.0971,0.723,120.027,4
7,1eTejBKSldU2B6G1pndo4z,Can't Be Erased,JT Music,"['otacore', 'pixel']",Crate Expectations,5qvrAlKjc0Sqrqz6v2wBGk,57,321600,False,0.725,0.824,8,-5.159,1,0.149,0.631,2.92e-05,0.377,0.374,100.025,4
8,1VDn17z47eUZ2AwiTl64kY,Cuphead Rap,JT Music,"['otacore', 'pixel']",O.P.,5qvrAlKjc0Sqrqz6v2wBGk,55,231130,False,0.902,0.725,11,-6.636,1,0.145,0.252,0,0.165,0.485,114.957,4
9,5AXxruaA5GzK5sNP9hQxxw,Join the Party,JT Music,"['otacore', 'pixel']",All Five Nights,5qvrAlKjc0Sqrqz6v2wBGk,55,275666,False,0.634,0.891,9,-3.778,1,0.158,0.0858,0,0.0574,0.595,90.023,4
10,5PajfJ1BQwHHHird3li8S4,Dig,Ian Munsick,"['modern country pop', 'wyoming roots']",White Buffalo,7HjGPPtdNuHcK8crc7iNkn,69,225053,False,0.51,0.78,3,-4.399,1,0.0391,0.313,0,0.0816,0.356,135.814,4
11,10zKthVfvrwqNrczUL8EjW,Long Live Cowgirls (with Cody Johnson),Ian Munsick,"['modern country pop', 'wyoming roots']",White Buffalo,7HjGPPtdNuHcK8crc7iNkn,65,185173,False,0.518,0.428,10,-5.975,1,0.0252,0.306,0,0.278,0.296,97.006,3
12,3Jtn0oLAGr0KFA5J8CaT4C,Horses Are Faster,Ian Munsick,"['modern country pop', 'wyoming roots']",Ian Munsick - EP,7HjGPPtdNuHcK8crc7iNkn,66,247250,False,0.311,0.708,9,-6.29,1,0.0445,0.0598,1.1e-06,0.115,0.46,80.893,4
13,6a2DSH1UNOj3wRAFTD2Ljd,Cowboy Killer,Ian Munsick,"['modern country pop', 'wyoming roots']",Cowboy Killer,7HjGPPtdNuHcK8crc7iNkn,66,132506,False,0.784,0.723,11,-5.619,1,0.04,0.0163,0,0.16,0.739,115.047,4
14,7nERlpaH7QghaO7jC60Xtu,Long Haul,Ian Munsick,"['modern country pop', 'wyoming roots']",Coyote Cry,7HjGPPtdNuHcK8crc7iNkn,64,231265,False,0.505,0.627,6,-7.851,1,0.0273,0.423,7.4e-05,0.0755,0.296,141.881,4
15,7MnovOocsvlfoe2iNBAraA,White Buffalo,Ian Munsick,"['modern country pop', 'wyoming roots']",White Buffalo,7HjGPPtdNuHcK8crc7iNkn,62,233933,False,0.633,0.412,1,-7.197,1,0.0288,0.836,0,0.106,0.265,123.895,4
16,6w4O6XOlhY1acAxvWTMTg4,Me Against the Mountain,Ian Munsick,"['modern country pop', 'wyoming roots']",Me Against the Mountain,7HjGPPtdNuHcK8crc7iNkn,62,204254,False,0.521,0.33,7,-7.611,1,0.0293,0.912,1.45e-06,0.186,0.902,189.932,4
17,6TJJNHvXSlYzGFSHC5MVha,More Than Me,Ian Munsick,"['modern country pop', 'wyoming roots']",White Buffalo,7HjGPPtdNuHcK8crc7iNkn,57,211200,False,0.497,0.744,10,-5.567,1,0.0262,0.503,0,0.177,0.476,145.872,4
18,4cns2rtLADG9gaNlItD8mR,River Run,Ian Munsick,"['modern country pop', 'wyoming roots']",White Buffalo,7HjGPPtdNuHcK8crc7iNkn,57,191386,False,0.584,0.722,9,-5.526,1,0.0274,0.0259,0,0.122,0.541,93.949,4
